phase,lon,lat,VwIND
Early,-162.5,-85,0.10749651907626641
Early,-162.5,-82.5,0.013769436293479386
Early,-162.5,-80,0.04984786030821527
Early,-162.5,-77.5,0.18877072664943406
Early,-162.5,-75,0.2717932300918766
Early,-162.5,-72.5,0.226036314961285
Early,-162.5,-70,0.1251374899914484
Early,-162.5,-67.5,0.06843870350587944
Early,-162.5,-65,0.05136588240956949
Early,-162.5,-62.5,0.013282898036479307
Early,-162.5,-60,-0.04602164221122153
Early,-162.5,-57.5,-0.075221618427568
Early,-162.5,-55,-0.06198406078224803
Early,-162.5,-52.5,-0.06918913217018056
Early,-162.5,-50,-0.12295324590995389
Early,-162.5,-47.5,-0.16942250853164673
Early,-162.5,-45,-0.16269404426663805
Early,-162.5,-42.5,-0.13629349954142228
Early,-162.5,-40,-0.16635536080930935
Early,-162.5,-37.5,-0.25610484045029247
Early,-162.5,-35,-0.33049533999388125
Early,-162.5,-32.5,-0.33005628746096394
Early,-162.5,-30,-0.286568115566298
Early,-162.5,-27.5,-0.2566020039048038
Early,-162.5,-25,-0.23620913923264975
Early,-162.5,-22.5,-0.18227016899036846
Early,-162.5,-20,-0.10053188001071173
Early,-162.5,-17.5,-0.05680747113415419
Early,-162.5,-15,-0.06993744885100464
Early,-162.5,-12.5,-0.059288806267363436
Early,-162.5,-10,0.05470726226635779
Early,-162.5,-7.5,0.22749241389637667
Early,-162.5,-5,0.31637764500916443
Early,-162.5,-2.5,0.24236014437351655
Early,-162.5,0,0.08559087195474649
Early,-162.5,2.5,-0.010822699704890595
Early,-162.5,5,0.00594229015650684
Early,-162.5,7.5,0.06477550733836941
Early,-162.5,10,0.09009505966346312
Early,-162.5,12.5,0.08749208867049797
Early,-162.5,15,0.11704723572819133
Early,-162.5,17.5,0.1753109621784192
Early,-162.5,20,0.20393915897362158
Early,-162.5,22.5,0.1731914465810979
Early,-162.5,25,0.1472035757816766
Early,-162.5,27.5,0.2062393372998786
Early,-162.5,30,0.3493262210580568
Early,-162.5,32.5,0.4700652316658559
Early,-162.5,35,0.46403361759669554
Early,-162.5,37.5,0.31735385257987353
Early,-162.5,40,0.11395380204044643
Early,-162.5,42.5,-0.05093557911511957
Early,-162.5,45,-0.1302265560389557
Early,-162.5,47.5,-0.15610914992940048
Early,-162.5,50,-0.18211686827419477
Early,-162.5,52.5,-0.24453431467093867
Early,-162.5,55,-0.3197505837842049
Early,-162.5,57.5,-0.3623198767561361
Early,-162.5,60,-0.3610693735213461
Early,-162.5,62.5,-0.3508676547503953
Early,-162.5,65,-0.34993569845128003
Early,-162.5,67.5,-0.3134133438824509
Early,-162.5,70,-0.1866613508592082
Early,-162.5,72.5,-0.0032428309027167923
Early,-162.5,75,0.11733385868008775
Early,-162.5,77.5,0.09834184753716083
Early,-162.5,80,-0.01423493272119113
Early,-162.5,82.5,-0.10657192921604039
Early,-162.5,85,-0.10331168258685289
Early,-162.5,87.5,-0.0034847006872161246
Early,-162.5,90,0.14429333741619094
Early,-160,-90,0.09286570507973316
Early,-160,-87.5,0.15880181646135588
Early,-160,-85,0.0955636328819535
